State,R&D Spend,Marketing Spend,Administration Spend,IT Spend,Logistics Spend,HR Spend,Sales Spend,Product Development Spend,Customer Support Spend,Legal Spend,Energy Spend,Research Spend,Profit
Florida,252621.7982,220791.4647,148893.8917,49882.50105,8891.792246,74722.24045,252372.4135,115694.3017,32967.20579,32805.49529,90198.36113,49029.72224,185964.5974
Nevada,245487.4229,60286.52351,106682.5597,100428.2864,68628.31429,51354.79602,269276.1386,65138.72406,48646.12123,28790.99131,69441.0948,9104.180266,151754.3345
Florida,300279.8145,258162.2307,18349.45027,84373.60742,93324.10416,64344.24609,54881.97167,35257.6609,62118.07085,28118.0485,98625.48313,68326.68547,197963.7854
Texas,414093.6733,246623.7366,77367.02299,52724.17696,57990.86005,37843.59297,378581.7164,15312.24461,41086.17061,2560.981364,77167.22794,48508.04253,263065.0157
Texas,180426.5119,164534.1577,184549.4887,21917.28753,13485.41692,29571.62057,57366.76061,84719.87248,20638.88144,23995.84682,94313.49435,76907.59057,152376.688
Nevada,342227.9148,214521.6256,118967.5374,15973.99685,58590.43122,9563.629445,310995.8102,77737.86917,96202.40874,46306.51807,23186.48024,53944.65193,207314.5069
California,287208.6624,97733.28339,109974.7289,125064.7133,76868.3741,70198.70875,109602.4471,45498.70692,51635.28646,20482.0016,77605.51773,14838.81423,168609.0203
Texas,140843.8524,143994.5302,57426.4353,137922.8362,41235.23712,62869.64229,373769.2918,114162.0209,73658.11666,31621.20102,3981.316974,38428.88562,121735.1582
New York,440528.6933,247382.8848,76847.53938,98168.63092,88103.93705,14281.32971,289384.0181,3642.134746,41693.67216,39211.11511,67734.48213,52231.31021,294585.5432
Texas,400738.7506,140483.2332,179592.4874,17308.249,65219.61238,41468.58455,302756.4166,37143.13834,36158.04464,39412.33868,47989.66326,3232.911383,223378.3399
Texas,332641.399,110550.4883,134960.2943,61500.0281,90025.64291,39502.60983,91528.37336,110607.2689,41309.26555,26444.72404,35982.48705,2177.910868,207904.6855
California,426785.0473,150792.6719,158540.4702,109883.0016,62727.02581,50382.23266,180000.7908,39191.31716,41510.46773,43039.64532,86515.62652,11222.83705,233442.7603
Florida,434974.1585,249333.5295,93597.3575,117413.4908,13997.50923,75748.76463,249036.2119,31018.08723,54873.83148,20177.52657,85718.23388,20881.49037,257917.5561
Texas,357097.8586,103886.374,127898.2078,19496.3561,31659.4794,46801.9439,309139.5792,64572.22878,54803.51713,44545.96752,4185.56708,34934.38076,188530.1108
Nevada,420136.5309,56259.66998,53434.8037,2004.546389,20977.69988,43677.16408,46063.95349,99032.40824,50218.22777,12771.13115,61731.502,39507.79743,186109.9855
Florida,351761.0162,215044.136,142564.8619,107396.2828,90973.82327,4975.511702,385134.3,13274.46454,14343.79271,14730.60394,38047.55798,11904.18111,230238.9608
New York,343268.9782,248663.5727,88382.26007,54776.23405,76279.60666,5969.690605,356637.1649,113219.4644,50111.47237,3602.910586,42734.77815,54197.93475,221598.2264
California,313119.5753,34688.05616,91296.37539,39663.23708,67963.43852,15800.39651,111787.6932,95613.67286,17741.28614,39983.50999,83539.99244,48094.90687,148736.1976
New York,378831.1534,75762.86326,131617.8533,3908.825529,30795.66564,3565.190964,329990.296,22568.78041,13487.44284,21435.70658,32364.29761,24262.66381,205223.9867
Florida,87716.50159,46881.73698,187574.7212,81964.3122,19220.43243,59724.87875,209737.9496,85728.94738,93331.92602,12226.71408,94418.78344,2079.130791,96681.54591
Florida,441626.672,107642.7164,17481.23759,127970.3088,75888.65771,58143.09402,187413.5602,46810.08799,60890.0513,12357.7236,19604.11498,7134.185313,238822.527
Florida,437203.3286,137853.5388,165824.9313,143729.4836,47941.63664,11748.44252,129201.4718,48873.06669,66289.51575,45168.59712,66946.79749,31943.88727,253954.661
New York,24331.16869,225903.7694,62014.70653,85730.25269,23353.16566,67050.23316,234482.5917,94211.521,40777.57336,41861.91342,67866.29657,13163.97374,93300.08151
Florida,414650.2078,197088.5375,91564.29363,78140.27651,62045.57584,13228.09675,293306.2015,115571.3921,90989.1083,28123.01338,26715.12582,30768.74889,240575.0011
New York,73146.23506,188173.9274,9273.099111,14588.34505,4993.051362,24792.87137,167318.4975,16072.04887,64155.11847,31189.42922,33825.55968,50626.42576,75615.76021
Florida,174208.2386,108950.6092,63703.98518,83233.17463,33290.85516,20669.17503,253541.5812,51054.99819,77147.81708,24241.95296,83810.25227,44231.7568,125915.4882
Nevada,374319.0456,253227.0282,103013.0923,58236.90369,47387.14246,30412.26079,281228.6039,58232.05136,37487.68443,20191.6606,76656.91499,19262.89477,229030.0005
Florida,88772.34906,144029.7144,15954.33508,91856.02157,15647.87508,21118.43751,285893.1177,45781.10622,96041.1762,45858.36718,34251.39627,28161.97681,82450.75512
New York,410803.8418,293835.9567,100763.6672,59531.49949,98480.79328,39627.12319,25526.60876,44219.50572,82225.66773,7155.022472,54327.7416,49508.46468,274779.1198
Texas,417745.7472,192071.9308,185786.5726,37564.27027,21700.63909,33185.22263,344600.3832,7219.97144,85540.89784,21503.8927,8044.669033,69007.54722,267415.8221
Florida,258659.1895,42248.09876,25551.67753,16054.86073,13904.95987,78938.98977,186010.0593,82579.09585,18047.23248,17883.53349,22457.09648,60503.86166,131743.4237
Texas,13129.07714,204472.3808,154065.942,48607.9298,21149.95251,5418.18166,108654.3523,52909.51564,27825.35758,25409.38529,49610.41477,44718.60212,93628.64279
Nevada,150648.6853,100905.6846,84885.85541,16303.43547,77137.05218,12232.32873,100496.9805,24180.46251,29277.03337,23423.96185,10425.42606,29621.14687,100791.1882
California,312294.19,207466.523,132758.8743,28180.74872,43125.06027,5173.245619,195790.5746,98107.98677,27820.0131,26425.58705,84646.57078,29839.05093,189378.261
Nevada,490781.2272,25544.13871,55746.13661,148125.7515,56976.17804,50441.4544,355298.4581,96504.72903,85685.40805,7856.029884,72364.60859,70473.96751,244969.347
Florida,319588.6282,56590.02397,36100.9912,67727.32642,3079.906542,5306.232916,154447.2948,58880.60374,4156.594726,26143.93357,94476.09972,4100.242507,163927.1913
Texas,137303.7547,257442.4914,36290.20978,80717.02144,4408.699549,67078.73925,301141.67,36515.62868,8533.898909,12878.52188,69959.75678,79050.62891,142389.7046
Texas,320662.7945,72017.96932,18745.9294,131295.5423,45136.72943,41443.15182,43243.39874,76933.03437,28117.57219,10032.2361,94159.33448,53485.65746,166611.6104
New York,274592.8361,251927.1319,41201.10746,149344.1973,81848.86908,42633.60234,193042.3973,35290.10416,20787.42449,4176.876721,56342.23046,54809.87823,212794.8193
Texas,392124.2436,87386.44609,134522.7801,88241.7385,88638.64899,45365.96611,396716.0255,29084.94371,23954.10177,38369.97538,60821.42388,4001.829147,206695.8346
New York,62420.51303,194650.1635,176929.6693,122246.1255,9583.950192,14494.2828,309322.9321,87931.24383,79996.37574,21944.65412,97743.16335,48836.81272,107154.8393
California,382903.6722,209774.4192,163754.5087,50387.2716,54297.94711,16617.53395,88158.75293,5798.703527,56749.5328,31705.54048,64928.65639,39297.46675,223957.5711
Florida,275220.6236,156233.1522,138601.1904,47250.1057,91409.73894,26186.56851,203069.3821,12277.44805,1571.295468,36652.07382,5017.083748,9356.533645,178770.3872
New York,481866.0819,95066.64963,26534.21337,61600.15071,39409.30269,47886.21685,97281.78164,1807.792709,43502.9538,34286.5166,72932.67211,22955.83885,221573.2244
California,177517.3614,67730.09103,61391.55203,101531.0749,83127.01731,17599.3043,166776.5663,19200.23919,41380.60776,24054.53524,90735.93183,71334.84204,108068.2335
Texas,319984.7276,14790.8596,65412.34069,102964.37,14235.86979,10190.20644,313133.1894,9209.811037,12280.58168,20007.02792,79966.86448,44449.08485,150503.1167
Texas,466693.7717,94664.18837,53741.60455,48655.43633,93604.05448,77639.23403,309633.802,119500.4818,67938.03707,19422.03557,59215.66072,33659.90944,235371.5984
California,60229.76672,197683.0232,105426.1036,21715.06877,75390.90844,2736.56337,95099.64927,35368.38642,70507.62165,32362.39105,67787.74428,6741.890311,79588.03478
Texas,469241.9587,281799.9214,109432.9939,95594.64596,94192.10489,64413.09502,369278.2107,18762.89351,72368.42869,25244.92339,99038.79535,57415.60066,296465.0754
California,347064.0039,262005.3223,74592.76516,20992.2276,67985.10612,63254.77682,239064.4322,29678.5547,73118.62361,42607.48015,10884.88467,56525.21505,238861.5883
New York,43240.15896,230989.1091,73988.88595,,36976.98927,24479.91499,155070.0949,112398.943,1005.229866,43860.39723,67389.99321,49509.44495,102109.1106
New York,157472.1478,237591.9663,166568.3416,104626.475,93879.93608,11714.50266,203264.5544,62899.06654,95438.15958,9357.458522,29772.97407,41310.74905,177047.0415
California,357004.3234,201170.5465,158912.1054,105690.5015,28281.11085,12504.66309,244003.1451,44413.35346,81606.66794,7675.448926,64728.85887,35268.96777,242344.9334
New York,43001.79472,81784.62298,65020.18718,113513.8724,33885.07968,56097.09776,226156.7601,104933.5835,90494.18796,31889.64538,61547.11044,47868.41635,75594.59745
New York,295263.5255,272622.5341,183188.7466,131183.1944,70380.03338,51781.7207,197129.989,48003.8422,2548.686235,15760.06166,17038.76955,19438.24069,228968.0837
New York,179482.6979,202866.032,190798.9283,75993.93081,76766.31365,62836.90827,204448.4576,40866.01982,93452.02078,1909.965219,22261.17128,75359.46607,161973.4157
Nevada,314248.6037,170329.9861,68714.7957,110076.8801,93010.9449,75061.01262,74682.70462,25666.62018,81169.06434,44543.4908,62919.69865,47514.76781,205069.9377
Florida,32413.59657,37741.89342,74112.86501,93637.56483,21275.4385,55662.2617,326029.4972,45957.82205,83884.69515,12118.13759,14566.53484,25584.2031,46794.17074
Texas,437053.035,136881.3854,103598.6599,29622.71109,80001.80549,13312.27139,218995.3264,38685.43837,10235.45109,46534.75193,27987.72576,36524.70822,214304.39
Nevada,487009.5949,140805.69,188518.5584,5802.067441,74116.05929,20231.96672,56776.54537,81599.17116,74139.02486,36154.28809,83854.06368,64649.09832,264025.6046
New York,484750.1491,260046.2648,175882.2895,44112.12508,7315.661069,67533.30474,307632.0551,35460.34186,96031.75227,38370.02101,34054.96759,13767.6688,280676.2552
California,377329.3976,166261.225,25000.7527,67568.98854,39335.09098,17535.17999,373315.3715,69686.76982,68176.1868,10871.61329,49829.89531,24134.01417,205015.597
New York,73742.25766,117218.1619,81582.49494,93331.67978,28993.78025,6729.263039,379186.2252,8841.167639,57485.57906,12475.52686,94231.75284,54681.1338,87895.95519
Florida,381548.966,293156.0969,112907.382,127793.9809,31144.55201,56559.12427,150762.0043,23763.40965,94617.3381,26542.11994,24260.61071,25923.64731,257485.4449
New York,22047.58906,37662.57503,103110.8321,31044.36607,98311.74108,32799.58208,58529.16506,49481.22732,44850.77505,9432.89278,40183.3497,63607.63287,27169.97201
California,20840.54025,129651.7864,42803.29825,20581.3689,64634.96393,73683.16415,209767.8525,112496.9612,60330.06306,15966.15294,61432.862,11305.82549,62120.43348
Florida,168569.0074,17397.27918,172469.2704,144595.0322,72049.93962,52370.15062,49480.64559,45892.9863,48157.49106,16751.66142,76023.21509,61252.20747,122247.6695
New York,249435.1633,223271.7156,137003.4527,17990.59479,97685.14609,8143.099246,373925.0303,80024.82042,93351.77591,8821.866729,90362.0319,6399.785473,176004.8852
Florida,387499.6347,275832.5829,168392.1331,72816.67838,38342.97646,75880.66881,77513.95281,31355.37947,8532.38795,11053.95884,91716.35278,1994.816401,268307.6448
Texas,344814.7345,87611.01222,172459.0345,88663.43186,80382.17668,21426.02383,104842.5147,16116.99554,50610.85038,39639.04026,78110.72729,71959.65799,179823.4678
Texas,228492.3261,258210.7947,150929.3915,82123.41429,44018.56537,27639.78674,165621.4281,7965.85541,69008.2917,9192.596873,24376.42199,46925.79814,208425.0498
New York,144077.0665,91204.37799,90646.06724,14732.75924,87083.83351,32778.57268,156349.9651,37344.20633,79398.7473,2394.4122,4431.314344,28794.32487,97218.8197
Florida,498591.0051,273677.1977,124056.6172,10439.98327,18885.09659,5046.719416,318891.8425,19761.66219,58718.8461,31838.39219,39609.84517,19374.97632,292125.6786
California,218828.8381,227418.7616,36271.25419,17611.54726,94820.93153,40224.71836,185245.1441,21707.24331,90982.85667,48823.17285,15871.7874,49733.97688,142995.1239
New York,231179.6419,242447.4992,136360.8564,88666.97721,22658.39913,10742.16079,72453.4627,91530.3577,94257.15324,17229.47692,71617.98945,41211.1725,181943.1734
Texas,90175.67238,10311.9339,39954.38487,82563.04337,33295.83019,32676.65581,110547.9087,2884.730442,7367.603096,6814.129457,66790.79751,79336.22427,59701.64854
Texas,399456.6789,289029.0553,140320.1701,36593.63722,75863.03118,28706.07325,206099.7871,67379.40496,40834.68341,28948.97894,6309.220879,78674.06295,260541.2821
New York,349904.2906,219367.9427,49771.64135,96390.57299,39981.75901,62054.36659,63244.29738,46155.90429,3322.44315,45411.35634,83986.19035,51166.94073,211676.7049
Florida,118177.1103,94901.57314,27922.50353,123369.9903,61212.9263,64450.47042,246603.9919,61279.44999,33612.24908,39419.02721,26376.8401,35986.76998,89165.61972
Texas,50366.71235,249671.4261,37230.47558,8153.686057,45012.77661,13119.61771,228470.1861,67976.79823,54149.95358,31503.27755,44358.2534,39800.13656,108679.5071
Florida,343444.658,88048.75353,5388.466368,75723.23165,74494.62377,29957.5438,287307.415,38290.75564,91168.69812,16437.76833,67457.50607,54915.84623,181244.5118
Texas,330710.495,262462.3827,145154.2255,104017.941,23604.79398,30494.89972,375393.3231,36117.95436,84808.87792,27552.12849,44083.04111,9024.388995,250204.5307
Texas,143897.1682,38211.21517,147818.2046,39342.16521,6787.340736,12961.42507,365340.5516,88274.82007,13622.47294,5470.997224,45246.20467,26939.81383,91276.19662
Nevada,475923.1455,212587.3634,105412.0032,47550.09398,30693.01035,64077.8269,378699.8691,104681.9616,10210.0071,34268.32579,8431.543543,6946.507039,268187.5476
Texas,84018.36697,164506.0506,36465.74621,92818.40964,47956.55782,56871.03794,101662.6608,23917.21426,59337.46654,36529.70493,41341.46783,6795.500002,103873.8154
California,221844.0525,33477.66871,21293.09581,134894.4234,17633.98517,16040.16112,56968.29612,12616.6325,53679.67927,48286.54952,76955.09354,16471.30011,101204.5694
New York,472371.8009,76358.67934,8730.148455,121868.8142,36124.93168,29971.03078,124399.2967,107837.701,27371.3865,13759.47058,91687.28104,39335.00711,218035.3018
New York,215666.3853,8659.190702,37320.89451,88303.27243,40598.31881,9358.596964,358558.6432,42637.56017,90045.85537,1904.364533,42522.71943,62997.17137,124277.9172
Florida,322877.7144,143286.5498,178716.8293,110072.8142,6681.792525,50628.32117,388961.1225,66606.76949,92809.27454,27734.81476,43511.41103,39354.1754,195130.7421
Texas,204821.255,93873.25192,52099.68413,55993.72559,58747.41757,10588.38204,344433.3557,43785.6342,40858.5324,35632.73472,70857.45642,27502.65223,110783.5617
California,144365.4492,181515.4579,74082.90881,96862.89816,88549.99937,78888.79932,48456.99985,15970.47803,89139.95315,39729.96632,94391.65611,7505.886237,149295.2848
Florida,492149.0475,92685.15327,25542.36947,70994.87549,16022.54838,62673.8839,379234.0592,71130.46575,39010.94053,10493.20772,28171.97214,44473.34633,228656.5844
Nevada,210573.6631,93476.13789,48360.45443,30110.5482,60182.99333,31828.84542,172226.4208,63491.76136,73944.86635,13825.89058,45134.13224,22430.21833,127518.5237
Florida,448108.6098,224241.9936,106248.7913,105857.2645,66809.18129,46706.55065,8677.564851,25156.23354,48118.27954,26116.95534,80005.37787,49579.80006,264661.9355
Florida,122677.7569,19202.13661,123511.7732,84356.76633,42514.13336,72996.00348,179745.5276,54772.41631,13135.73249,17199.43969,61749.9698,78197.83139,57260.98308
Texas,114421.305,271354.0236,52843.70126,55075.99413,70408.66115,44773.84315,23197.32202,95836.75298,92865.48592,43165.06284,12837.46171,9793.831397,130556.7755
Nevada,25255.70061,256417.8429,16257.77105,136878.2001,41662.42281,14785.38043,219831.7789,71260.70627,45955.56274,24214.24753,63517.80809,17757.9065,103867.4581
Florida,329316.7444,202002.3816,81251.40948,5098.249438,50959.09151,30917.56509,138728.8408,12533.16192,73714.21699,40179.35356,20301.13589,38374.46851,202631.7662
California,190577.9084,180000.3632,50669.65733,48734.42638,1727.951411,67608.44434,192006.7988,66214.55817,37350.20763,29450.36826,52001.16154,77520.49141,149449.1697
California,433535.5424,268229.237,47813.01503,10418.44687,69480.2913,51892.82826,247202.2925,84625.85762,2869.206979,38881.41694,53852.12023,61972.97233,255662.8788
New York,241872.8543,59672.40296,192173.2465,115446.0428,66472.92522,52407.22636,348176.4328,95331.70529,10952.50551,17300.97634,87867.9295,71960.10626,165201.0568
Nevada,484414.7797,28295.90285,125178.5948,105911.9032,4801.686855,69478.89737,266451.1227,75864.99186,50125.72847,41739.41447,47324.43885,27363.47303,227891.9508
Nevada,100907.5027,75655.50012,113591.2964,51040.12837,37456.76063,71623.87154,176449.303,19166.32158,69306.47136,14454.04346,29385.35738,79371.03943,71494.38021
New York,435625.3523,239400.5922,86076.14519,101998.1095,97924.15224,73663.61317,328674.0022,85510.61872,34138.79733,27758.84159,24634.70213,9123.792469,256276.8004
Florida,390532.4579,15227.72868,88644.14502,60598.70948,42652.91969,8493.086267,362704.9443,81603.67968,69853.35746,11486.34855,87676.68392,5184.859578,173338.7198
Nevada,387751.7039,176928.0163,110476.4757,113925.5611,50692.59511,43985.95416,52305.18674,3906.79907,70164.92335,24300.79956,18759.06373,68592.60754,238665.371
California,423943.7818,298654.0673,140803.8124,69219.18209,91083.08566,59500.25218,215113.5261,49997.97244,70689.65483,16590.58527,43735.11897,74253.92475,263791.6785
California,382901.7556,257430.3477,141918.4888,63017.39972,72008.92571,60797.22077,117382.2241,40621.07939,49759.66355,14068.4681,20342.96526,8156.243246,250259.9688
Texas,316847.9576,158826.4783,38480.312,140340.0275,58624.94298,48930.57996,23589.17316,80660.03565,91573.72886,48382.26588,77783.79593,9960.766713,190429.7489
Nevada,74309.99006,23774.06824,102521.9867,39130.10678,79982.66345,14176.19948,269075.9446,26720.16166,49430.45528,8843.631169,48488.51872,3620.758463,60250.41161
Florida,25937.82795,250255.1867,85331.82853,19826.20632,86572.26038,63996.22376,345794.4571,71313.75883,45576.25416,39578.96604,36412.08167,9256.097449,112989.7023
New York,461215.4454,181698.6599,174752.7584,88512.38076,46231.9191,57888.79535,69346.54852,109671.5095,20738.70108,49224.08301,37387.76478,17544.16553,260730.6515
New York,312158.6541,38905.23413,128126.6896,145459.6282,48035.72813,7804.725952,325903.3948,95938.48229,31457.85365,1975.172703,85516.99226,77636.05289,181103.044
Florida,400303.2726,32687.89902,108838.293,57920.20363,39219.04263,37640.97615,342091.3147,110653.4706,5191.114759,35252.34329,56269.84752,53760.95756,198994.5867
Texas,245945.9522,273339.9117,27501.95522,11181.44102,96703.90786,14744.21456,366164.4749,117442.2101,63719.99407,13392.67847,72351.04941,62505.68902,186130.859
New York,67481.01259,202414.0776,123099.3884,52217.17956,70019.45917,27660.68661,109787.6102,2269.745114,25605.03865,2983.903392,89909.77459,62315.01289,126507.3504
Nevada,71341.03818,249639.6058,27854.76161,76877.88484,9239.083555,2428.406284,362061.4608,75106.21189,31111.37019,20741.58937,90370.68425,43270.82623,98139.26843
Texas,345926.9907,264298.7756,70755.28224,25964.60498,86433.00271,32626.0596,131661.7881,50127.88833,77310.63764,46825.6727,34193.88733,64001.62924,238168.341
Nevada,220849.8885,173672.8439,32854.18314,99399.12827,48575.43414,44440.27677,223173.5153,103322.6843,33394.89713,1576.489624,,48068.79506,163623.2712
California,108257.1161,157646.6738,139954.3612,,7806.636736,49947.02483,24950.45098,30965.94954,24977.39331,29806.3989,4437.836437,25849.14171,110739.1703
Texas,250881.3279,131976.086,45219.1622,68857.44245,55422.00826,53415.73727,22333.02991,117742.5092,17736.71716,25568.42745,38929.88498,45327.69859,169498.1089
New York,41462.37917,98499.2434,81412.57777,54499.8264,42299.26362,67067.01374,,74031.24838,77710.98182,43795.82405,89788.28804,43147.1783,50262.87147
Texas,295165.9869,133205.8085,179656.5816,,87897.19108,18021.56967,180569.5913,95430.95087,13840.91954,5116.084012,28914.41422,66052.79125,181841.0197
Texas,141806.7682,233294.4984,44841.69476,19041.6344,21195.46576,10518.06397,106235.4883,11186.34679,45921.62226,34394.77546,28761.98213,78556.45017,114949.943
Texas,400803.9593,182567.4121,104021.9875,132724.493,82819.99634,68271.43658,80213.33093,22831.48829,51186.08149,34325.37522,31656.98394,33472.36267,243515.3668
Texas,162077.3599,268294.3705,86757.97393,63394.19702,56211.18043,13372.41238,269631.6289,91250.03709,69051.60136,33784.92083,62006.71171,61307.8636,148479.9884
Nevada,233057.8731,135797.1042,8534.188004,59316.61289,6406.420018,78006.04643,5158.60989,3616.396123,63695.06475,47174.39025,44956.61201,8881.277319,142771.2208
California,15694.06455,184091.4257,159587.8321,99634.16039,97212.68483,67560.52012,323327.0118,98208.48032,81261.34662,41331.28892,73220.01396,62369.67819,94258.30031
Florida,45498.97502,191235.7282,18463.95173,67420.9463,51748.90917,40569.25187,36303.59442,2659.933224,5430.391959,3056.663586,89701.24297,30341.93605,75672.56834
Texas,202321.8426,179550.6629,97479.72909,97938.55338,29796.80857,78532.29257,80638.39789,79197.14185,30347.63175,24083.05968,68071.53874,4111.822868,157553.364
New York,245170.029,212276.9631,114332.2675,11094.05094,47471.27736,8692.7616,157563.3761,44446.17651,28733.27776,20499.69975,22037.73858,29696.44811,168677.8774
Texas,304010.0686,75042.87317,127543.159,122431.0549,85927.92057,24942.19513,196519.2022,73767.88747,15455.67365,16197.21383,93402.82643,49240.77732,166669.1873
New York,152914.6636,156147.3144,139283.1677,141194.585,31185.40931,51419.72879,145223.0707,83827.73743,29628.64713,23115.49953,27920.30159,10420.76325,164857.9298
Nevada,350541.1242,35746.31683,54388.11479,98017.27715,20074.96325,28650.54261,131681.3052,41754.55108,31666.7661,19825.51506,16689.64094,73998.7249,166275.6843
New York,431459.9746,118430.8417,6945.861448,143275.7575,13778.05345,74341.43161,385746.8248,13847.53133,52666.56173,22184.36109,10816.79333,7136.120649,206876.8425
Florida,392126.9846,148861.7852,146071.5142,24411.98253,30488.08044,6184.460966,258423.9741,9287.858262,66706.74341,48983.83141,57211.60659,74470.53087,212231.5045
California,29413.22442,197406.1566,109453.0369,72657.59604,78224.76062,44403.53473,14256.01737,71083.38668,38728.95085,5343.015763,13148.72132,56863.86392,74746.10299
New York,245448.4042,285406.6605,168042.9521,91067.39662,47691.01015,47678.43512,174919.4838,62957.98709,72227.5529,46189.31262,15600.03664,27047.26186,213886.6124
New York,61415.78742,182192.0646,165170.7308,88097.02382,23520.67877,52565.52178,350628.4364,89321.92009,34280.36852,24531.59896,31402.9871,31869.27747,111430.4822
California,128602.0578,224360.2053,169448.6027,61416.34331,17452.31496,21197.63164,124075.1936,61658.52569,29738.08405,31563.37003,29601.99495,59523.93981,141331.99
Florida,493464.6707,154348.4876,99593.4587,52036.49259,33940.21817,29800.74777,42349.75619,51271.04901,54577.61753,41678.96536,61215.47201,48516.21697,253959.0928
Texas,79822.81602,192060.6893,70057.53719,20769.95534,94052.51292,67650.76184,304561.9848,48372.37421,3347.91967,18662.68843,82041.03739,54059.79079,101605.4955
New York,254455.1952,25925.00376,159353.8495,59977.88268,34959.64455,16400.47875,244375.4636,4147.181409,8899.12324,22090.6735,76612.26631,31744.0047,135091.1014
California,312896.3098,80045.51635,93002.35204,26073.80064,98824.28352,66322.55993,230273.4406,40931.307,42378.98482,21066.40553,27723.47656,39537.26506,169927.6337
Nevada,354207.8356,111746.6625,40771.2283,110686.1201,49037.81512,45449.77841,26162.74104,117146.3987,94348.35843,19361.8201,26040.4288,79199.53124,201989.9373
California,284227.8549,144385.5397,171719.9338,32906.97845,18737.22791,61212.81338,60497.10887,104953.1136,72429.6662,46350.93676,96647.56995,17899.90677,182026.5033
Nevada,14787.71524,18466.37992,177099.176,10667.66518,89222.86909,57374.98193,250907.0115,40195.98998,9724.530381,41617.56467,2807.151676,34010.63874,47195.54528
Florida,169966.041,46307.10878,95930.40245,83750.1884,46575.18194,17393.40814,87090.41738,70947.6532,84785.48327,6340.999503,88212.61224,24054.03182,110572.0958
Texas,263678.7053,86660.2208,19761.44683,90094.00044,71257.46301,45936.20618,204107.6815,101828.3127,73497.77629,6298.044271,21573.39487,61443.80932,159654.3159
California,53054.58458,291602.1438,80626.08753,131043.1331,98387.44674,69550.12907,220228.266,53511.64607,61483.70604,21965.60623,94833.86366,61356.99743,133047.8684
New York,181807.1963,102747.3671,161689.8436,87393.27864,5967.359682,35137.18271,116985.3402,3136.985786,82209.0031,5834.21146,35546.11391,24103.19142,132138.3684
Florida,26269.52331,147202.1121,180845.9356,53131.16635,10572.76142,77360.67085,379627.9364,9866.744956,41006.87493,31335.56167,45154.47384,7429.835014,94482.72924
California,48503.46361,62848.82526,44677.18479,120845.7585,72325.2174,36724.99291,337773.3222,61736.73384,22928.60403,8040.888756,71297.82017,1903.181457,58765.34362
New York,204492.4053,185180.121,18059.85434,81961.27619,28900.67533,12280.0653,290337.5355,116363.2857,51690.31552,26596.28993,59591.56704,34768.59213,141210.5994
California,75030.71948,87801.54858,176083.3384,13733.48213,19245.8383,31765.33973,35807.57723,83491.93552,55335.3338,1353.777403,33158.05431,33416.66995,64619.02171
Nevada,288095.0156,66062.81064,80933.9631,85745.88293,4896.826102,76184.4901,46921.35763,9439.026781,54294.31083,16513.22107,56275.42976,79082.80041,155970.0805
California,347837.8349,157388.9254,110643.388,136386.7447,3162.824487,26257.9471,199648.6316,23533.94422,56942.30536,34182.34546,73609.27467,38114.36398,192086.0702
California,402287.4826,6624.210752,193772.8333,60654.26857,77674.07471,69579.75463,68481.77293,92787.45404,94921.78691,24717.90807,6148.824698,21257.0512,203302.2335
California,108073.6197,7260.889632,17980.12194,45856.21868,14308.90931,70618.80385,391414.8581,101131.3314,90322.31669,48935.20481,3097.531915,71407.12584,65158.92856
Florida,92066.46531,69625.29869,131422.0115,23233.47964,47304.34098,28664.73542,67615.49244,74505.65576,87695.98662,43831.08601,46890.56003,39794.36802,89294.55898
California,61238.24176,15832.80194,19450.5574,24413.93725,60983.7847,7577.354986,197549.795,77686.35719,80340.26428,18594.46817,14919.98854,48334.87518,36523.90244
New York,321850.8223,36867.59747,78216.44105,66050.17968,43406.82826,58240.07482,148827.8175,4372.156596,94399.38262,3228.840532,67105.74056,8557.828124,159065.1686
Nevada,356173.106,104963.8916,161743.8363,90160.61398,3683.558581,25609.47162,257557.6365,99595.10089,10750.96953,42435.68871,22977.14071,31250.39618,214292.3524
Nevada,25477.21096,241762.7755,89527.08539,13931.07997,78566.64876,62850.96553,,94804.74977,27247.20288,45650.48121,44419.40847,75593.67028,105567.2029
California,468744.0007,173754.3498,199450.559,141056.1512,2040.80923,35969.73301,174974.9891,31825.18215,50010.53862,41210.74228,21371.75181,47570.92535,265104.1105
Florida,35465.92899,156236.9792,114016.5606,113759.7754,76427.09954,39336.07265,113508.488,85332.52968,84806.91482,7269.547105,55751.3914,28215.64656,88579.75481
Florida,275235.2043,91579.20285,67626.61976,88820.33991,89437.14489,62454.84313,355661.8522,26567.69816,51011.40544,49897.84159,13373.23902,50427.70727,167214.9637
New York,357439.6545,279867.3472,47921.70855,124608.9233,43851.15218,31206.70315,21031.35629,5799.289165,75055.43919,13670.62686,4264.471573,72922.47608,239256.7976
California,436774.8706,122119.4372,73351.50419,13867.64001,54018.70484,36007.06028,365922.3601,24935.24857,14757.03062,36486.04073,7010.900534,22645.25744,223743.2569
Nevada,359902.5967,30692.3662,77643.98838,72572.1539,48221.35587,30719.04703,334032.6847,22256.83633,25988.96748,45493.70894,95517.32727,40904.22076,192007.0503
Florida,402846.7607,187034.6223,18399.16716,95253.78278,39531.65324,30019.90071,122540.433,41192.01161,73445.83341,12548.6686,15944.04942,76736.56166,208304.1997
